"Id","Login","Email","Profile Name","Auth Code","Emails xml","Emails Html","Emails Extra","First Name","Middle Name","Last Name","Phone Number","Data Source"," marketer_net_po","wants_data_printed","comments","Stating Balance","Current Balance","Rate","Text Body 1","Text Body 2","Text Body 3","Variable Data 4","Variable Data 5","Variable Data 6","Variable Data 7","Variable Data 8","Variable Data 9","Address","Address2","City","State","Zip"
198,"BB198 Vandergriff Acura Prime",,"BB198 Vandergriff Acura Prime",,,,"fydavis2@yahoo.com; jsirkin@vtaig.com; cpruneda@vtaig.com; mwbraaten@yahoo.com; bb197va@btobino.com","Vandergriff Acura","P68PR64VA",,"888-751-5971","seekerinc",,"yes","568PR64VA",,,,,,,,,,,,,"1100 West I-20 ",,"Arlington","TX",76017
197,"BB197 Vandergriff Acura","sydavis2@yahoo.com","BB197 Vandergriff Acura",,,,"fydavis2@yahoo.com; jsirkin@vtaig.com; cpruneda@vtaig.com; mwbraaten@yahoo.com; bb1977va@btobino.com","Vadergriff Acura","0124DTVA",,"888-751-5971","seekerinc",,"yes","8663748702 their 800 number. ",,,,,,,,,,,,,"1100 West I-20 ",,"Arlington","TX",76017
196,"BB196 Ray Skillman",,"BB196 Ray Skillman",,,,"jbultema23@msn.com; ewatson@btobino.com; bmro@sbcglobal.net","RAY SKILLMAN SHADELAND KIA","www.autoappnow.com ","Authorization Code 001017RSKT","866-286-9884","seekerinc",,"no","866-286-9884
RAY SKILLMAN SHADELAND KIA",,,,,,,,,,,,,"1300 North Shadeland Ave.",,"Indianapolis","IN",46219
195,"BB195 Lone Star Chrysler Jeep Dodge",,"BB195 Lone Star Chrysler Jeep Dodge",,,,"rjones@lonestarcjd.com; mwbraaten@yahoo.com; qiqi_28@yahoo.com; sspiker@lonestarcjd.com; bb195ls@btobino.com","Lone Star Chrysler Jeep Dodge","01234DTLS","Home of the $250 referral","888-607-9367","seekerinc",,"yes","01234DTLS

888-607-9367
",,,,,,,,,,,,,"7100 Marvin D Love Freeway",,"Dallas","TX",75237
194,"BB194 Jim McKay Chevrolet Inc","first.united.financial@gmail.com","BB194 Jim McKay Chevrolet Inc",,,,"first.united.financial@gmail.com; jinnyd7@yahoo.com; ","Jim McKay Chevrolet Inc.","01234DTJM","Ask for Ray Blackburn","888-740-7519","seekerinc",,"yes","1-888-740-7519  01234DTJM",,,,,,,,,,,,,"10460 Lee Highway ",,"Fairfax","VA",22030
193,"mm193 BILL BRANCH CHEVROLET","BILLYJOHNSON@BRANCHCHEVY.COM","mm193 BILL BRANCH CHEVROLET",,,,"jan@greatmailers.com; jtumen@greatmailers.com; keithwalker@branchchevy.com; billyjohnson@branchchevy.com; guspros@aol.com; carlshakarian@hotmail.com; billbranch@btobino.com","BILL BRANCH CHEVROLET","WWW.PREAPPROVALONLINE.COM/BRANCH",,"888-892-4237","seekerinc",,"yes","JOB 1487 500/25 PER DAY",,,,,,,,,,,,,"3980 FOWLER STREET",,"FORT MYERS","FL",33901
192,"mm192 Team Certified Suzuki SP","TEAMCERTIFIEDAUTO@YAHOO.COM","mm192 Team Certified Suzuki SP",,,,"jan@greatmailers.com; jtumen@greatmailers.com; carlshakarian@hotmail.com; teamcertifiedauto@yahoo.com; teamcert@btobino.com","Team Certified Suzuki","www.preapprovalonline.com/teamsuzuki","RECEIVE A FREE $20 PRE-PAID GAS CARD FOR TAKING A TEST DRIVE","888-342-0622","seekerinc",,"yes","JOB 6433  MAX AMT 600/30 PER DAY",,,,,,,,,,,,,"21333 Katy Freeway",,"Katy","Texas",77450
191,"mm191 Kendall Toyota SP","charlis@kendalltoyota.com","mm191 Kendall Toyota SP",,,,"charlis@kendalltoyota.com; jtumen@greatmailers.com; jan@greatmailers.com; kendaltoy@btobino.com; gail@greatmailers.com; cindyr@kendalltoyota.com","Kendall Toyota","www.preapprovalonline.com/kendalltoyota","ASK FOR CINDY ROSADO","888-273-1571","seekerinc",,"yes",,,,,,,,,,,,,,"10943 South Dixie Highway",,"Miami","FL",33156
190,"mm190 Hyundai 112","jan@greatmailers.com","mm190 Hyundai 112",,,,"peter@conceptxadv.com; jtumen@greatmailers.com; vincentjferrara@aol.com; jan@greatmailers.com; hyundai112@btobino.com","Hyundai 112","Hyundai 112","WHEN YOU CALL ASK FOR VINCENT J. FERRARA GENERAL MANAGER","888-292-7985","seekerinc",,"yes","jOB # 1484 mAX 500/25 PER DAY",,,,,,,,,,,,,"2096 Route 112",,"Medford","NY",11763
189,"BB189 Courtesy Chevrolet",,"BB189 Courtesy Chevrolet",,,,"chubler@courtesysandiego.com; danw@btobino.com; aharris@courtesysandiego.com; courtesy@btobino.com; steven@swifttechservices.com","Courtesy Chevrolet Center","EQ0728CCCT","www.autoappnow.com","888-701-8236","seekerinc",,"yes",,,,,,,,,,,,,,"750 Camino Del Rio North",,"San Deigo","CA",92108
188,"ase188  JD byrider",,"ase188  JD byrider",,,,"bbailey@automotivesaleselite.com; kray@jdbyrider.com; ase.bbailey@yahoo.com; ase2@btobino.com",,,,,"seekerinc",,"no","max number per day   50

450-549 scores

i want phone numbers

46545   30 mi radius

",,,,,,,,,,,,,,,,,
187,"mm187 Royal Palm Toyota & Scion","jharrison@penskeautomotive.com","mm187 Royal Palm Toyota & Scion",,,,"royalpalm@btobino.com; jtumen@greatmailers.com; jan@greatmailers.com; jharrison@penskeautomotive.com; carlshakarian@hotmail.com; gail@greatmailers.com","Royal PalmToyota & Scion","www.preapprovalonline.com/royal","When You Call Ask For John Harrison General Sales Manager","888-818-4712","seekerinc",,"yes","Job 6430",,,,,,,,,,,,,"9205 Southern Boulevard",,"Royal Palm Beach","FL",33411
186,"mm186 Stevens Creek Hyundai","rustynlynnb@comcast.net","mm186 Stevens Creek Hyundai",,,,"stevenscreek@btobino.com; rustynlynnb@comcast.net; jtumen@greatmailers.com; bobbylonardo@paragonevent.com; jan@greatmailers.coms; kameelsch@gmail.com ","Stevens Creek Hyundai","www.preapprovalonline.com/stevens","When You Call Please Ask For Rusty","888-223-8364","seekerinc",,"yes","Job 6425",,,,,,,,,,,,,"3566 Stevens Creek Blvd.",,"San Jose","CA",95117
185,"mm185 Dimmitt Chevrolet","Sales@DimmittChev.com","mm185 Dimmitt Chevrolet",,,,"dimmitt@btobino.com; jan@greatmailers.com; guspros@aol.com; jtumen@greatmailers.com; sales@dimmittchev.com; bobbyl@paragonevent.com; carlshakarian@hotmail.com","Dimmitt Chevrolet","www.preapprovalonline.com/dimmitt","Receive a free $20 gas card for taking a test drive.","888-799-2845","seekerinc",,"yes","000012DTDC      600/Max 30 per day",,,,,,,,,,,,,"25485 US Highway 19 N City",,"Clearwater","Fl",33763
184,"mm184 Superior Motors","george@superiormotors.com","mm184 Superior Motors",,,,"superiormotors@btobino.com; jan@greatmailers.com; jtumen@greatmailers.com; george@superiormotors.com; bobbyl@paragonevent.com;","Superior Motors","www.preapprovalonline.com/superior","When You Call Please Ask For Vincent George Moore ","888-872-7305","seekerinc",,"yes",6424,,,,,,,,,,,,,"835 Fivechop Rd., Second Floor",,"Orangeburg","SC",29115
183,"mm183 Jenkins Hyundai","joes@jenkinscars.com","mm183 Jenkins Hyundai",,,,"jan@greatmailers.com; jtumen@greatmailers.com; joes@jenkinscars.com; bobbyl@paragonevent.com","Jenkins Hyundai","www.preapprovalonline.com/jenkinshyundai","When You Call Ask For Joey","888-203-9604","seekerinc",,"yes",6411,,,,,,,,,,,,,"1602 SW College Road",,"Ocala ","FL",34471
182,"mm182 Frankel Cadillac Pontiac","rspeert@frankelcadillac.com","mm182 Frankel Cadillac Pontiac",,,,"frankel@btobino.com; jan@greatmailers.com; jtumen@greatmailers.com; rspeert@frankelcadillac.com; bobbyl@paragonevent.com","Frankel Cadillac Pontiac","www.preapprovalonline.com/frankel",,"888-217-5941","seekerinc",,"yes",6418,,,,,,,,,,,,,"11227 Reisterstown Road",,"Ownings  Mills","MD",21117
181,"mm181 Kasper Buick  Pontiac GMC","maichholz@kasperautogroup.com","mm181 Kasper Buick  Pontiac GMC",,,,"kasper1@btobino.com; jan@greatmailers.com; jtumen@greatmailers.com; maichholz@kasperautogroup.com; bobbyl@paragonevent.com ","Kasper Buick  Pontiac GMC","www.preapproval.com\kasper","When You Call Please Ask For Matt Aicholz","888-875-5519","seekerinc",,"yes",6420,,,,,,,,,,,,,"2401 Cleveland Road",,"Sandusky","OH",44870
180,"bb180 auto advantage",,"bb180 auto advantage",,,,"lkellermlm@aol.com; ewatson@btobino.com; sonya@btobino.com","Auto advantage of hendersonville",,,,"seekerinc",,"no",,,,,,,,,,,,,,,,,,
179,"BB179 Hopkins Of Blounts Town",,"BB179 Hopkins Of Blounts Town",,,,"lobryan@hopkinsgmc.com; mark@btobino.com; dbrauer@hopkinsgmc.com","Hopkins of Blounts Town","000229HBTR",,"888-509-4689","seekerinc",,"yes",,,,,,,,,,,,,,"20331 West Central Ave",,"Blounts Town","Fl",32424
178,"BB189 Courtesy Chevrolet",,"BB189 Courtesy Chevrolet",,,,"chubler@courtesysandiego.com; danw@btobino.com; aharris@courtesysandiego.com; courtesy@btobino.com; steven@swifttechservices.com; brandy@bdcnation.com","Courtesy Chevrolet Center","000728CCCT",,"888-701-8236","marketernet",,"yes","removed 8887101901 anderson
888-701-8236 COURTESY CHEVROLET SAN DIEGO 1-877-297-4321 ",,,,,,,,,,,,,"750 Camino Del Rio North",,"San Deigo","CA",92108
177,"BB177 Ron Tonkin",,"BB177 Ron Tonkin",,,,"arice@tonkin.com; sonya@btobino.com","Ron Tonkin","000228TDRT",,"888-279-4439","seekerinc",,"yes",,,,,,,,,,,,,,"19203 SE Mcloughlin Blvd.",,"Gladstone","OR",97027
176,"Vaughan Data",,"Vaughan Data",,,,"yougotmike@gmail.com; ewatson@btobino.com",,,,,"marketernet",,"no",,,,,,,,,,,,,,,,,,
175,"BB175 All Star Chevrolet",,"BB175 All Star Chevrolet",,,,"ewatson@btobino.com; bdpotts@comcast.net","Call for the Authorized Dealer in your Area","000447ASPA",,"877-482-4325","seekerinc",,"yes","877-48-CHECK ALL STAR CHEVY 1-662-890-7525 7240 CRAFT GOODMAN RD 1009 HWY 82 EAST 
OLIVE BRANCH, MS 38654 
",,,,,,,,,,,,,"7240 CRAFT GOODMAN RD 1009 HWY 82 EAST ",,"OLIVE BRANCH","MS",38654
174,"Hopkins Of Blounts Town","lobrian@hopkinsgmc.com","Hopkins Of Blounts Town",,,,"lobryan@hopkinsgmc.com; mark@btobino.com; dbrauer@hopkinsgmc.com","Hopkins of Blounts Town","000229HBTR",,"888-509-4689"," marketernet",,"yes","000229hbtr, hopkins01 hopkins 01
1-888-509-4689 HOPKINS OF BLUNTSTOWN 1-850-633-4337  ",,,,,,,,,,,,,"20331 West Central Ave",,"Blounts Town","Fl",32424
173,"Ron Tonkin ",,"Ron Tonkin ",,,,"arice@tonkin.com; sonya@btobino.com","Ron Tonkin","000228TDRT",,"888-279-4439","marketernet",,"yes","8882794439  000228tdrt
rtonkin01/rtonkin01",,,,,,,,,,,,,"19203 SE Mcloughlin Blvd.",,"Gladstone","OR",97207
172,"Waldorf",,"Waldorf",,,,"helpuride@yahoo.com; ewatson@btobino.com; jinnyd@btobino.com; buycarnow@gmail.com","Waldorf Ford & Dodge","000228TRWF",,"888-525-9580","marketernet",,"yes",,,,,,,,,,,,,,"2440 Crain Highway ",,"Waldorf","MD",20601
171,"Park Plaza Dodge",,"Park Plaza Dodge",,,,"suzileer@yahoo.com; elise@btobino.com; ewatson@btobino.com; plazadodge@btobino.com","Park Plaza Dodge","000718PPD",,"888-601-6262","marketernet",,"yes","888-601-6262 PARK PLAZA DODGE 1-866-906-1297 callsource.com bdcnation7/parkplazadodge",,,,,,,,,,,,,"7911 West  Rosevelt Rd",,"Forest Park","IL",60130
170,"Wholesale",,"Wholesale",,,,"utgirl177@yahoo.com; burnieb1@yahoo.com; bdpotts@comcast.net; theunclephil@hotmail",,,,,"marketernet",,"no","$1 each",,,,,,,,,,,,,,,,,
169,"169 Bankston Nissan",,"169 Bankston Nissan",,,,"trambyp@autonation.com; scottc@autonation.com; mwbraaten@yahoo.com","The Authorized Dealer in Your Area","774422BNTR",,"888-509-4685","seekerinc",,"yes",,,,,,,,,,,,,,"1500 E Airport Frwy.",,"Irving","TX",75062
168,"tan1168 Prestige Suzuki",,"tan1168 Prestige Suzuki",,,,"ewatson@btobino.com; bdpotts@comcast.net","Call for the Authorized Dealer in your Area","PA5557PS22",,"888-521-0170","seekerinc",,"yes","888-809-0195
new 888-521-0170 PRESTIGE 1-828-298-9600 ",,,,,,,,,,,,,"585 Tunnel Road",,"Asheville","NC",28805
167,"M167 Glenn MITSUBISHI",,"M167 Glenn MITSUBISHI",,,,"tbarron@mmsa.com; bdpotts@comcast.net; ben.isaac@glennautomall.com; jack.williams@glennautomall.com; glenn@btobino.com;  john.stumbo@glennautomall.com; john_stumbo@hotmail.com ","The Authorized Dealer in Your Area","000512GLMT",,"888-279-4439","seekerinc",,"yes","1-888-279-4439 GLENN MITSUBISHI 1-859-595-3754   ",,,,,,,,,,,,,"3380 Richmond Road",,"Lexington","KY",40509
166,"BB166 Nashville Dodge",,"BB166 Nashville Dodge",,,,"mark@btobino.com; ewatson@btobino.com; willhockett@yahoo.com; ewatson@btobino.com","Nashville Chrysler Jeep Dodge","000442NDTL",,"888-525-5684","seekerinc",,"yes","888-525-5684
10033398-133398-08",,,,,,,,,,,,,"5800 Crossings Blvd",,"Antioch","TN",37013
165,"Jeffs Motorcars",,"Jeffs Motorcars",,,,"ewatson@btobino.com; c_cuschieri@yahoo.ca; chuckc@btobino.com",,,,,"marketernet",,"no",,,,,,,,,,,,,,,,,,
164,"164 Franklin Pontiac Buick GMC",,"164 Franklin Pontiac Buick GMC",,,,"bpotts@btobino.com; pcockerham@mindspring.com; sbyrd@franklinpbg.com; mweaver@franklinpbg.com","Franklin Pontiac Buick GMC","000799FBGT",,"888-509-4689","seekerinc",,"yes","888-509-4689 FRANKLIN PONTIAC BUICK GMC 1-502-525-1701 ",,,,,,,,,,,,,"1413 Murfreesboro Road",,"Franklin","TN",37067
163,"Ed Moses Dodge Inc.",,"Ed Moses Dodge Inc.",,,,"ewatson@btobino.com; c_cuschieri@yahoo.ca; chuckc@btobino.com",,,,,"marketernet",,"no",,,,,,,,,,,,,,,,,,
162,"Bill Estes Ford",,"Bill Estes Ford",,,,"ewatson@btobino.com; c_cuschieri@yahoo.ca; chuckc@btobino.com",,,,,"marketernet",,"no",,,,,,,,,,,,,,,,,,
161,"161 Nissan of Rivergate",,"161 Nissan of Rivergate",,,,"dave.flinn@nissanofrivergate.com; cwright@nor.dealercrmcom; cwright3540@yahoo.com; mark@btobino.com; hays@btobino.com","Nissan of Rivergate","www.autoappnow.com ","Authorization Code 000522UCTG","888-525-5684","seekerinc",,"yes","1-888-525-5684 	NISSAN OF RIVERGATE 	1-615-865-7220",,,,,,,,,,,,,"1550 N. Gallatin Pike ",,"Madison","TN",37115
160,"Carl Black Chevy Nashville",,"Carl Black Chevy Nashville",,,,"hferguson@carlblack.com; cart138@comcast.net; ssherman@carlblack.com; ewatson@btobino.com","Carl Black Chevrolet","TRGG77CBNT",,"888-801-7672","marketernet",,"no","888-801-7672",,,,,,,,,,,,,"600 Murfreesboro Rd",,"Nashville","TN",37210
159,"Landmark Ford",,"Landmark Ford",,,,"ewatson@btobino.com; c_cuschieri@yahoo.ca; chuckc@btobino.com",,,,,"marketernet",,"no",,,,,,,,,,,,,,,,,,
157,"Bankston Nissan",,"Bankston Nissan",,,,"trambyp@autonation.com; scottc@autonation.com; mwbraaten@yahoo.com","Bankston Nissan Irving","004422BNTR",,"888-509-4685","marketernet",,"yes","888-509-4685 BANKSTON NISSAN 1-972-554-2242 
888-509-4685",,,,,,,,,,,,,"1500 E Airport Frwy.",,"Irving","TX",75062
156,"Landmark Chevy",,"Landmark Chevy",,,,"ewatson@btobino.com; c_cuschieri@yahoo.ca; chuckc@btobino.com",,,,,"marketernet",,"no",,,,,,,,,,,,,,,,,,
155,"Cleo Bay Suzuki",,"Cleo Bay Suzuki",,,,"mike@btobino.com; jeffh@cleobay.com; cleobay@btobino.com","Cleo Bay ","000822CBST",,"888-364-0214","marketernet",,"yes","888-364-0214 CLEO BAY SUZUKI 1-512-456-2255  ",,,,,,,,,,,,,"3620 E Shite Stone Blvd.",,"Ceder Park","TX",78613
154,"Browning Chevy",,"Browning Chevy",,,,"browningautomotive1@hotmail.com; ewatson@btobino.com; browning@btobino.com","Browning Chevrolet, Buick, Pontiac GMC","000924BCBP",270806054,"888-525-5684","marketernet",,"no","-888-525-5684 	BROWNING CHEVY 	1-270-875-8280 ",,,,,,,,,,,,,"52 North Franklin",,"Madisonville","KY",42431
153,"Indian Mound Pontiac Mazda",,"Indian Mound Pontiac Mazda",,,,"sstaubaap@aol.com; doug@btobino.com","Indian Mound Pontiac Mazda","00855IMTL","ND001947","888-509-4685","marketernet",,"yes",,,,,,,,,,,,,,"70 Central Parkway ",,"Heath","Ohio",43056
151,"Superior home Eq TN",,"Superior home Eq TN",,,,"gene@mymtg.net; ewatson@btobino.com",,,,,"marketernet",,"no",,,,,,,,,,,,,,,,,,
150,"Jim Reed Chevrolet",,"Jim Reed Chevrolet",,,,"jimreed@btobino.com","Jim Reed Chevrolet","000822JRTG",,"615-972-0358","marketernet",,"no",,,,,,,,,,,,,,"1512 Broadway",,"Nashville","TN",37203
149,"Terry Lee Chevy",,"Terry Lee Chevy",,,,"mingram@6834tlc.com; russ@btobino.com","Terry Lee Chevy","000822TLTG",,"513-683-4852","marketernet",,"yes",,,,,,,,,,,,,,"9673 Kings Automall Rd.",,"Cincinnati","OH",45249
148,"Crown Auto",,"Crown Auto",,,,"cniehaus@crowncars.com; doug@btobino.com; ewatson@btobino.com","Crown Auto","000812CATG",,"888-509-4689","marketernet",,"yes","888-509-4689
cniehaus@crowncars.com
crownauto/crownauto",,,,,,,,,,,,,"6400 Perimeter Loop  Rd.",,"Dublin","Ohio",43017
147,"lucas ford pa",,"lucas ford pa",,,,"ewatson@mailadvanta.com","Lucas Ford Superstore","000217LFBB",,"888-525-9580","marketernet",,"yes","888-525-9580",,,,,,,,,,,,,"1360 Greely Chaple Rd",,"Lima","OH",45804
146,"CC102 Lakeside Ford",,"CC102 Lakeside Ford",,,,"advantaorders@comcast.net","Ladeside Ford","000765LSF3",,"800-990-7720","seekerinc",,"yes","800-990-7720
",,,,,,,,,,,,,,,,,
145,"BB108 Patterson Nissan",,"BB108 Patterson Nissan",,,,"gpapawcarden@yahoo.com; ewatson@mailadvanta.com; rick@rcmarketingllc.com; pattersonnissan@leadcrm.com; leebourne","Patterson Nissan","556544PN45",,"800-835-9427",,,"yes",,,,,,,,,,,,,,,,,,
144,"BB107 Patterson Chrysler",,"BB107 Patterson Chrysler",,,,"bsumerford@yahoo.com; ewatson@mailadvanta.com; richT1300@aol.com; rick@rcmarketingllc.com; leebourne","Patterson Chrysler Dodge Jeep",,,"800-488-9641","seekerinc",,"yes",,,,,,,,,,,,,,,,,,
143,"BB115 Plaza Chevrolet Caddilac",,"BB115 Plaza Chevrolet Caddilac",,,,"doug@btobino.com; plaza@btobino.com","Plaza Chevrolet Cadillac","00765PCCT",,"888-809-0195","marketernet",,"yes","plaza@btobino.com
888-809-0195",,,,,,,,,,,,,"60 N Plaza Blvd",,"Chillicothe","OH",45601
142,"BB117 Tameron Honda Birmingham",,"BB117 Tameron Honda Birmingham",,,,"tameronh2@tameron.com; sandee@btobino.com; yourpreapproval@yahoo.com; ewatson@mailadvanta.com; chastings@btobino.com; tdrexel@tameron.com","Tameron Honda ",7464746720,,"888-787-1212","seekerinc",,"yes",,,,,,,,,,,,,,,,,,
141,"BB116 Tameron Daphnie",,"BB116 Tameron Daphnie",,,,"secondaryfinance@tameron.com; yourpreapproval@yahoo.com; ewatson@mailadvanta.com; sandee@btobino.com; chastings@btobino.com","Tamron Honda","885533S313",,"800-231-0240","seekerinc",,"yes",,,,,,,,,,,,,,,,,,
140,"BB105 SPARKS NISSAN KIA",,"BB105 SPARKS NISSAN KIA",,,,"steve@stevebeasley.net; bobg@sparksauto.com; william@sparksauto.com; mpd704@bellsouth.net; sandee_btobino@yahoo.com, leebourne@gmail.com; rick@rcmarketingllc.com","SPARKS NISSAN KIA","244455SNK5",,"800-488-9604","seekerinc",,"yes",,,,,,,,,,,,,,,,,,
139,"BB114 Clark Motor Co.",,"BB114 Clark Motor Co.",,,,"justin@clarkmotor.com; mike@btobino.com; clarkmtr","Clark Motor Company","00733CM45",,,"seekerinc",,"yes",,,,,,,,,,,,,,"3401 Franklin",,"Waco","TX",76710
138,"CC101 Little Rock Isuzu",,"CC101 Little Rock Isuzu",,,,"trigger@littlerockisuzu.com; advantaorders@comcast.net","Little Rock ISUZU","000744LRAA",,"800-835-9730","seekerinc",,"yes",,,,,,,,,,,,,,,,,,
137,"Dave Gill Pontiac",,"Dave Gill Pontiac",,,,"mdresselhavs@davegill.com; doug@btobino.com","Dave Gill Pontiac","000772DGP5",,"888-509-4685","marketernet",,"yes",,,,,,,,,,,,,,"4700 East Broad St",,"Columbus","OH",43213
134,"BB101 Buckeye Honda",,"BB101 Buckeye Honda",,,,"vcampbell@buckeyehonda.com; doug@btobino.com; ewatson@mailadvanta.com; ","Buckeye Honda","475564BH45",,"800-481-3109","marketernet",,"no",,,,,,,,,,,,,,,,,,
133,"BB119 Cleo Bay",,"BB119 Cleo Bay",,,,"mike@btobino.com; sbrown_cleobayhonda@gs.reyrey.com","Cleo Bay Honda","000118CBTL",,"800-738-6959","seekerinc",,"yes",,,,,,,,,,,,,,,,,,
132,"Cleo Bay t.u",,"Cleo Bay t.u",,,,"mike@btobino.com; sbrown_cleobayhonda@gs.reyrey.com","Cleo Bay Honda","000118CBTU",,"800-738-6959","marketernet",,"yes",,,,,,,,,,,,,,"3907 Centex Expressway",,"Killeen","TX",76543
131,"Max Watson",,"Max Watson",,,,"teleselect@btobino.com; dan@btobino.com","Max Watson Chevrolet","000745MW45",,"866-432-7759","marketernet",,"yes",,,,,,,,,,,,,,"3891 South Post Road",,"Indianopolis","IN",46239
130,"Highland Automotive Group",,"Highland Automotive Group",,,,"dan@btobino.com; teleselect@btobino.com; ewatson@mailadvanta.com; cassie@btobino.com","Safari Motors","007882HAG2","866-43-APPLY","866-432-7759","marketernet",,"yes","866-43-APPLY",,,,,,,,,,,,,"211 N US 31",,"Whiteland","IN",46184
129,"129 Beck Nissan",,"129 Beck Nissan",,,,"mattbuckles@becknissan.com; ewatson@mailadvanta.com","Beck Nissan","000725BN55",,"888-751-5971","seekerinc",,"yes",,,,,,,,,,,,,,"256 N. Highway 17",,"Palatka","FL",32177
128,"Bobb Chevy #2",,"Bobb Chevy #2",,,,"mike.ball@bobchevrolet.com; doug@btobino.com","Bobb Chevrolet","000752BW22",,"888-751-1940","marketernet",,"yes",,,,,,,,,,,,,,"567 East Livingston Ave.",,"Columbus","OH",43206
127,"BOBB WEST SUZUKI",,"BOBB WEST SUZUKI",,,,"doug@btobino.com; melanie.utley@bobbsuzuki.com; bobwest@btobino.com; ewatson@btobino.com","BOBB WEST ","452599B124",,"888-751-1940","marketernet",,"yes","1-888-751-1940 BOBB WEST 1 1-614-335-1414 ",,,,,,,,,,,,,"4639 W. Broad St",," Columbus","OH",43228
